image1_image2,label
19819_19820,same
19821_19822,diff
19823_19824,diff
19825_19826,diff
19827_19828,diff
19829_19830,diff
19831_19832,diff
19833_19834,same
19835_19836,same
19837_19838,diff
19839_19840,same
19841_19842,same
19843_19844,same
19845_19846,diff
19847_19848,diff
19849_19850,same
19851_19852,diff
19853_19854,diff
19855_19856,diff
19857_19858,same
19859_19860,same
19861_19862,same
19863_19864,diff
19865_19866,diff
19867_19868,diff
19869_19870,diff
19871_19872,same
19873_19874,diff
19875_19876,diff
19877_19878,same
19879_19880,diff
19881_19882,same
19883_19884,same
19885_19886,same
19887_19888,diff
19889_19890,same
19891_19892,diff
19893_19894,same
19895_19896,diff
19897_19898,same
19899_19900,same
19901_19902,diff
19903_19904,diff
19905_19906,diff
19907_19908,same
19909_19910,diff
19911_19912,same
19913_19914,diff
19915_19916,diff
19917_19918,same
19919_19920,same
19921_19922,diff
19923_19924,same
19925_19926,same
19927_19928,diff
19929_19930,diff
19931_19932,same
19933_19934,diff
19935_19936,same
19937_19938,same
19939_19940,diff
19941_19942,same
19943_19944,same
19945_19946,diff
19947_19948,diff
19949_19950,diff
19951_19952,diff
19953_19954,diff
19955_19956,same
19957_19958,diff
19959_19960,same
19961_19962,same
19963_19964,same
19965_19966,diff
19967_19968,diff
19969_19970,diff
19971_19972,diff
19973_19974,same
19975_19976,diff
19977_19978,diff
19979_19980,same
19981_19982,diff
19983_19984,diff
19985_19986,diff
19987_19988,diff
19989_19990,same
19991_19992,same
19993_19994,diff
19995_19996,same
19997_19998,diff
19999_20000,diff
20001_20002,diff
20003_20004,diff
20005_20006,diff
20007_20008,diff
20009_20010,diff
20011_20012,same
20013_20014,diff
20015_20016,same
20017_20018,same
20019_20020,diff
20021_20022,diff
20023_20024,diff
20025_20026,diff
20027_20028,same
20029_20030,same
20031_20032,same
20033_20034,diff
20035_20036,diff
20037_20038,diff
20039_20040,diff
20041_20042,same
20043_20044,same
20045_20046,diff
20047_20048,same
20049_20050,same
20051_20052,diff
20053_20054,same
20055_20056,same
20057_20058,same
20059_20060,diff
20061_20062,diff
20063_20064,diff
20065_20066,diff
20067_20068,same
20069_20070,diff
20071_20072,diff
20073_20074,same
20075_20076,diff
20077_20078,same
20079_20080,same
20081_20082,diff
20083_20084,diff
20085_20086,diff
20087_20088,diff
20089_20090,same
20091_20092,same
20093_20094,diff
20095_20096,diff
20097_20098,diff
20099_20100,same
20101_20102,same
20103_20104,diff
20105_20106,diff
20107_20108,same
20109_20110,diff
20111_20112,same
20113_20114,same
20115_20116,diff
20117_20118,diff
20119_20120,diff
20121_20122,same
20123_20124,same
20125_20126,diff
20127_20128,diff
20129_20130,same
20131_20132,diff
20133_20134,diff
20135_20136,diff
20137_20138,same
20139_20140,same
20141_20142,diff
20143_20144,same
20145_20146,same
20147_20148,same
20149_20150,diff
20151_20152,same
20153_20154,same
20155_20156,diff
20157_20158,same
20159_20160,same
20161_20162,diff
20163_20164,diff
20165_20166,same
20167_20168,same
20169_20170,same
20171_20172,same
20173_20174,same
20175_20176,diff
20177_20178,same
20179_20180,diff
20181_20182,diff
20183_20184,same
20185_20186,same
20187_20188,same
20189_20190,same
20191_20192,diff
20193_20194,same
20195_20196,same
20197_20198,same
20199_20200,same
20201_20202,same
20203_20204,diff
20205_20206,same
20207_20208,same
20209_20210,diff
20211_20212,diff
20213_20214,diff
20215_20216,diff
20217_20218,same
20219_20220,same
20221_20222,same
20223_20224,diff
20225_20226,same
20227_20228,same
20229_20230,same
20231_20232,diff
20233_20234,diff
20235_20236,diff
20237_20238,diff
20239_20240,same
20241_20242,diff
20243_20244,same
20245_20246,diff
20247_20248,diff
20249_20250,same
20251_20252,same
20253_20254,same
20255_20256,same
20257_20258,diff
20259_20260,diff
20261_20262,same
20263_20264,same
20265_20266,same
20267_20268,same
20269_20270,diff
20271_20272,diff
20273_20274,diff
20275_20276,diff
20277_20278,same
20279_20280,same
20281_20282,diff
20283_20284,diff
20285_20286,diff
20287_20288,diff
20289_20290,diff
20291_20292,same
20293_20294,same
20295_20296,diff
20297_20298,same
20299_20300,same
20301_20302,diff
20303_20304,same
20305_20306,diff
20307_20308,diff
20309_20310,same
20311_20312,same
20313_20314,same
20315_20316,diff
20317_20318,same
20319_20320,same
20321_20322,diff
20323_20324,diff
20325_20326,diff
20327_20328,same
20329_20330,diff
20331_20332,same
20333_20334,same
20335_20336,diff
20337_20338,diff
20339_20340,same
20341_20342,same
20343_20344,same
20345_20346,same
20347_20348,same
20349_20350,diff
20351_20352,diff
20353_20354,same
20355_20356,same
20357_20358,diff
20359_20360,same
20361_20362,same
20363_20364,diff
20365_20366,diff
20367_20368,same
20369_20370,diff
20371_20372,same
20373_20374,diff
20375_20376,diff
20377_20378,same
20379_20380,same
20381_20382,same
20383_20384,same
20385_20386,diff
20387_20388,diff
20389_20390,diff
20391_20392,same
20393_20394,same
20395_20396,diff
20397_20398,same
20399_20400,same
20401_20402,diff
20403_20404,same
20405_20406,same
20407_20408,same
20409_20410,same
20411_20412,same
20413_20414,same
20415_20416,diff
20417_20418,diff
20419_20420,same
20421_20422,same
20423_20424,same
20425_20426,diff
20427_20428,same
20429_20430,diff
20431_20432,diff
20433_20434,diff
20435_20436,diff
20437_20438,same
20439_20440,diff
20441_20442,same
20443_20444,same
20445_20446,same
20447_20448,diff
20449_20450,same
20451_20452,same
20453_20454,diff
20455_20456,diff
20457_20458,diff
20459_20460,same
20461_20462,diff
20463_20464,same
20465_20466,diff
20467_20468,same
20469_20470,same
20471_20472,same
20473_20474,same
20475_20476,diff
20477_20478,same
20479_20480,same
20481_20482,diff
20483_20484,same
20485_20486,diff
20487_20488,same
20489_20490,same
20491_20492,diff
20493_20494,same
20495_20496,diff
20497_20498,same
20499_20500,same
20501_20502,same
20503_20504,same
20505_20506,diff
20507_20508,diff
20509_20510,same
20511_20512,diff
20513_20514,diff
20515_20516,diff
20517_20518,diff
20519_20520,same
20521_20522,same
20523_20524,same
20525_20526,diff
20527_20528,same
20529_20530,same
20531_20532,same
20533_20534,same
20535_20536,same
20537_20538,diff
20539_20540,diff
20541_20542,diff
20543_20544,same
20545_20546,diff
20547_20548,diff
20549_20550,same
20551_20552,diff
20553_20554,diff
20555_20556,diff
20557_20558,diff
20559_20560,same
20561_20562,same
20563_20564,same
20565_20566,same
20567_20568,same
20569_20570,diff
20571_20572,diff
20573_20574,diff
20575_20576,diff
20577_20578,same
20579_20580,same
20581_20582,diff
20583_20584,diff
20585_20586,same
20587_20588,diff
20589_20590,diff
20591_20592,diff
20593_20594,diff
20595_20596,diff
20597_20598,same
20599_20600,same
20601_20602,diff
20603_20604,same
20605_20606,diff
20607_20608,diff
20609_20610,diff
20611_20612,diff
20613_20614,diff
20615_20616,same
20617_20618,same
20619_20620,same
20621_20622,same
20623_20624,same
20625_20626,diff
20627_20628,diff
20629_20630,diff
20631_20632,same
20633_20634,diff
20635_20636,diff
20637_20638,diff
20639_20640,diff
20641_20642,diff
20643_20644,diff
20645_20646,same
20647_20648,same
20649_20650,diff
20651_20652,diff
20653_20654,same
20655_20656,diff
20657_20658,same
20659_20660,diff
20661_20662,same
20663_20664,diff
20665_20666,same
20667_20668,same
20669_20670,diff
20671_20672,diff
20673_20674,diff
20675_20676,same
20677_20678,diff
20679_20680,diff
20681_20682,diff
20683_20684,same
20685_20686,diff
20687_20688,same
20689_20690,diff
20691_20692,diff
20693_20694,diff
20695_20696,diff
20697_20698,same
20699_20700,diff
20701_20702,same
20703_20704,same
20705_20706,diff
20707_20708,same
20709_20710,diff
20711_20712,diff
20713_20714,diff
20715_20716,same
20717_20718,same
20719_20720,diff
20721_20722,diff
20723_20724,same
20725_20726,diff
20727_20728,diff
20729_20730,same
20731_20732,same
20733_20734,diff
20735_20736,same
20737_20738,same
20739_20740,diff
20741_20742,diff
20743_20744,diff
20745_20746,diff
20747_20748,same
20749_20750,same
20751_20752,diff
20753_20754,diff
20755_20756,diff
20757_20758,same
20759_20760,same
20761_20762,diff
20763_20764,diff
20765_20766,same
20767_20768,same
20769_20770,same
20771_20772,same
20773_20774,same
20775_20776,diff
20777_20778,same
20779_20780,same
20781_20782,diff
20783_20784,diff
20785_20786,same
20787_20788,diff
20789_20790,same
20791_20792,same
20793_20794,diff
20795_20796,same
20797_20798,same
20799_20800,same
20801_20802,diff
20803_20804,diff
20805_20806,diff
20807_20808,same
20809_20810,same
20811_20812,diff
20813_20814,same
20815_20816,diff
20817_20818,same
20819_20820,diff
20821_20822,diff
20823_20824,same
20825_20826,diff
20827_20828,diff
20829_20830,same
20831_20832,same
20833_20834,same
20835_20836,diff
20837_20838,diff
20839_20840,same
20841_20842,diff
20843_20844,diff
20845_20846,same
20847_20848,same
20849_20850,same
20851_20852,diff
20853_20854,same
20855_20856,same
20857_20858,same
20859_20860,same
20861_20862,diff
20863_20864,diff
20865_20866,diff
20867_20868,same
20869_20870,diff
20871_20872,diff
20873_20874,same
20875_20876,same
20877_20878,diff
20879_20880,same
20881_20882,same
20883_20884,diff
20885_20886,same
20887_20888,diff
20889_20890,diff
20891_20892,diff
20893_20894,same
20895_20896,diff
20897_20898,same
20899_20900,diff
20901_20902,diff
20903_20904,diff
20905_20906,same
20907_20908,diff
20909_20910,same
20911_20912,diff
20913_20914,diff
20915_20916,diff
20917_20918,same
20919_20920,same
20921_20922,same
20923_20924,diff
20925_20926,same
20927_20928,same
20929_20930,diff
20931_20932,diff
20933_20934,diff
20935_20936,same
20937_20938,same
20939_20940,diff
20941_20942,diff
20943_20944,same
20945_20946,same
20947_20948,same
20949_20950,same
20951_20952,diff
20953_20954,diff
20955_20956,same
20957_20958,diff
20959_20960,same
20961_20962,same
20963_20964,same
20965_20966,same
20967_20968,same
20969_20970,same
20971_20972,diff
20973_20974,diff
20975_20976,same
20977_20978,diff
20979_20980,same
20981_20982,diff
20983_20984,same
20985_20986,diff
20987_20988,diff
20989_20990,diff
20991_20992,diff
20993_20994,same
20995_20996,diff
20997_20998,same
20999_21000,same
21001_21002,same
21003_21004,diff
21005_21006,same
21007_21008,same
21009_21010,diff
21011_21012,diff
21013_21014,same
21015_21016,same
21017_21018,same
21019_21020,diff
21021_21022,same
21023_21024,diff
21025_21026,same
21027_21028,diff
21029_21030,diff
21031_21032,same
21033_21034,same
21035_21036,diff
21037_21038,diff
21039_21040,same
21041_21042,same
21043_21044,same
21045_21046,diff
21047_21048,diff
21049_21050,diff
21051_21052,diff
21053_21054,same
21055_21056,same
21057_21058,same
21059_21060,diff
21061_21062,diff
21063_21064,diff
21065_21066,diff
21067_21068,same
21069_21070,same
21071_21072,diff
21073_21074,diff
21075_21076,diff
21077_21078,diff
21079_21080,same
21081_21082,same
21083_21084,same
21085_21086,same
21087_21088,diff
21089_21090,diff
21091_21092,diff
21093_21094,same
21095_21096,same
21097_21098,same
21099_21100,same
21101_21102,diff
21103_21104,same
21105_21106,same
21107_21108,diff
21109_21110,diff
21111_21112,same
21113_21114,same
21115_21116,same
21117_21118,diff
21119_21120,diff
21121_21122,diff
21123_21124,diff
21125_21126,same
21127_21128,same
21129_21130,diff
21131_21132,same
21133_21134,same
21135_21136,diff
21137_21138,same
21139_21140,same
21141_21142,same
21143_21144,diff
21145_21146,same
21147_21148,same
21149_21150,same
21151_21152,same
21153_21154,diff
21155_21156,same
21157_21158,diff
21159_21160,same
21161_21162,same
21163_21164,diff
21165_21166,diff
21167_21168,same
21169_21170,same
21171_21172,diff
21173_21174,same
21175_21176,diff
21177_21178,diff
21179_21180,diff
21181_21182,same
21183_21184,diff
21185_21186,same
21187_21188,same
21189_21190,same
21191_21192,same
21193_21194,diff
21195_21196,diff
21197_21198,diff
21199_21200,diff
21201_21202,diff
21203_21204,same
21205_21206,diff
21207_21208,diff
21209_21210,diff
21211_21212,diff
21213_21214,diff
21215_21216,diff
21217_21218,diff
21219_21220,diff
21221_21222,diff
21223_21224,same
21225_21226,same
21227_21228,diff
21229_21230,same
21231_21232,same
21233_21234,same
21235_21236,diff
21237_21238,same
21239_21240,same
21241_21242,diff
21243_21244,same
21245_21246,same
21247_21248,diff
21249_21250,same
21251_21252,same
21253_21254,diff
21255_21256,same
21257_21258,diff
21259_21260,diff
21261_21262,same
21263_21264,same
21265_21266,same
21267_21268,diff
21269_21270,diff
21271_21272,same
21273_21274,diff
21275_21276,same
21277_21278,same
21279_21280,same
21281_21282,same
21283_21284,same
21285_21286,same
21287_21288,diff
21289_21290,diff
21291_21292,same
21293_21294,diff
21295_21296,same
21297_21298,diff
21299_21300,same
21301_21302,same
21303_21304,same
21305_21306,same
21307_21308,diff
21309_21310,diff
21311_21312,diff
21313_21314,diff
21315_21316,diff
21317_21318,diff
21319_21320,same
21321_21322,same
21323_21324,diff
21325_21326,diff
21327_21328,same
21329_21330,same
21331_21332,same
21333_21334,diff
21335_21336,same
21337_21338,same
21339_21340,diff
21341_21342,same
21343_21344,same
21345_21346,diff
21347_21348,diff
21349_21350,diff
21351_21352,diff
21353_21354,diff
21355_21356,same
21357_21358,same
21359_21360,same
21361_21362,diff
21363_21364,diff
21365_21366,diff
21367_21368,diff
21369_21370,diff
21371_21372,same
21373_21374,diff
21375_21376,diff
21377_21378,same
21379_21380,same
21381_21382,diff
21383_21384,same
21385_21386,same
21387_21388,diff
21389_21390,diff
21391_21392,same
21393_21394,same
21395_21396,diff
21397_21398,diff
21399_21400,diff
21401_21402,diff
21403_21404,diff
21405_21406,diff
21407_21408,diff
21409_21410,diff
21411_21412,same
21413_21414,same
21415_21416,same
21417_21418,diff
21419_21420,same
21421_21422,diff
21423_21424,same
21425_21426,diff
21427_21428,diff
21429_21430,diff
21431_21432,same
21433_21434,diff
21435_21436,diff
21437_21438,same
21439_21440,diff
21441_21442,same
21443_21444,same
21445_21446,same
21447_21448,diff
21449_21450,diff
21451_21452,diff
21453_21454,same
21455_21456,diff
21457_21458,same
21459_21460,diff
21461_21462,diff
21463_21464,diff
21465_21466,same
21467_21468,diff
21469_21470,same
21471_21472,diff
21473_21474,diff
21475_21476,same
21477_21478,same
21479_21480,diff
21481_21482,same
21483_21484,diff
21485_21486,same
21487_21488,diff
21489_21490,diff
21491_21492,same
21493_21494,same
21495_21496,same
21497_21498,diff
21499_21500,same
21501_21502,same
21503_21504,same
21505_21506,diff
21507_21508,same
21509_21510,diff
21511_21512,same
21513_21514,same
21515_21516,same
21517_21518,same
21519_21520,diff
21521_21522,diff
21523_21524,same
21525_21526,same
21527_21528,same
21529_21530,same
21531_21532,diff
21533_21534,same
21535_21536,same
21537_21538,diff
21539_21540,same
21541_21542,same
21543_21544,diff
21545_21546,diff
21547_21548,diff
21549_21550,same
21551_21552,same
21553_21554,same
21555_21556,diff
21557_21558,diff
21559_21560,diff
21561_21562,diff
21563_21564,same
21565_21566,same
21567_21568,diff
21569_21570,same
21571_21572,diff
21573_21574,same
21575_21576,diff
21577_21578,same
21579_21580,same
21581_21582,diff
21583_21584,same
21585_21586,same
21587_21588,diff
21589_21590,diff
21591_21592,diff
21593_21594,same
21595_21596,same
21597_21598,same
21599_21600,same
21601_21602,same
21603_21604,diff
21605_21606,same
21607_21608,same
21609_21610,same
21611_21612,same
21613_21614,same
21615_21616,same
21617_21618,same
21619_21620,same
21621_21622,same
21623_21624,diff
21625_21626,diff
21627_21628,diff
21629_21630,diff
21631_21632,same
21633_21634,same
21635_21636,same
21637_21638,diff
21639_21640,diff
21641_21642,diff
21643_21644,diff
21645_21646,diff
21647_21648,diff
21649_21650,same
21651_21652,diff
21653_21654,diff
21655_21656,diff
21657_21658,same
21659_21660,same
21661_21662,same
21663_21664,same
21665_21666,same
21667_21668,same
21669_21670,diff
21671_21672,same
21673_21674,same
21675_21676,diff
21677_21678,diff
21679_21680,same
21681_21682,same
21683_21684,diff
21685_21686,diff
21687_21688,same
21689_21690,diff
21691_21692,same
21693_21694,diff
21695_21696,same
21697_21698,diff
21699_21700,diff
21701_21702,diff
21703_21704,diff
21705_21706,diff
21707_21708,diff
21709_21710,diff
21711_21712,same
21713_21714,diff
21715_21716,diff
21717_21718,diff
21719_21720,diff
21721_21722,same
21723_21724,same
21725_21726,diff
21727_21728,diff
21729_21730,diff
21731_21732,diff
21733_21734,same
21735_21736,same
21737_21738,same
21739_21740,diff
21741_21742,same
21743_21744,same
21745_21746,same
21747_21748,same
21749_21750,same
21751_21752,diff
21753_21754,diff
21755_21756,same
21757_21758,same
21759_21760,same
21761_21762,diff
21763_21764,diff
21765_21766,same
21767_21768,diff
21769_21770,same
21771_21772,diff
21773_21774,same
21775_21776,diff
21777_21778,diff
21779_21780,same
21781_21782,same
21783_21784,diff
21785_21786,diff
21787_21788,same
21789_21790,diff
21791_21792,same
21793_21794,same
21795_21796,diff
21797_21798,diff
21799_21800,diff
21801_21802,diff
21803_21804,same
21805_21806,same
21807_21808,diff
21809_21810,diff
21811_21812,same
21813_21814,diff
21815_21816,same
21817_21818,same
21819_21820,diff
21821_21822,diff
21823_21824,same
21825_21826,diff
21827_21828,diff
21829_21830,same
21831_21832,same
21833_21834,diff
21835_21836,diff
21837_21838,same
21839_21840,diff
21841_21842,same
21843_21844,same
21845_21846,diff
21847_21848,diff
21849_21850,same
21851_21852,diff
21853_21854,diff
21855_21856,diff
21857_21858,diff
21859_21860,diff
21861_21862,same
21863_21864,diff
21865_21866,diff
21867_21868,diff
21869_21870,diff
21871_21872,diff
21873_21874,same
21875_21876,same
21877_21878,diff
21879_21880,diff
21881_21882,same
21883_21884,diff
21885_21886,same
21887_21888,same
21889_21890,same
21891_21892,same
21893_21894,diff
21895_21896,diff
21897_21898,diff
21899_21900,same
21901_21902,diff
21903_21904,same
21905_21906,same
21907_21908,diff
21909_21910,same
21911_21912,same
21913_21914,diff
21915_21916,diff
21917_21918,diff
21919_21920,same
21921_21922,diff
21923_21924,diff
21925_21926,diff
21927_21928,same
21929_21930,diff
21931_21932,diff
21933_21934,same
21935_21936,diff
21937_21938,diff
21939_21940,diff
21941_21942,diff
21943_21944,diff
21945_21946,diff
21947_21948,diff
21949_21950,diff
21951_21952,same
21953_21954,same
21955_21956,same
21957_21958,diff
21959_21960,same
21961_21962,same
21963_21964,diff
21965_21966,same
21967_21968,diff
21969_21970,same
21971_21972,same
21973_21974,diff
21975_21976,same
21977_21978,diff
21979_21980,same
21981_21982,diff
21983_21984,diff
21985_21986,diff
21987_21988,diff
21989_21990,diff
21991_21992,diff
21993_21994,diff
21995_21996,diff
21997_21998,same
21999_22000,same
22001_22002,diff
22003_22004,same
22005_22006,same
22007_22008,same
22009_22010,same
22011_22012,same
22013_22014,diff
22015_22016,diff
22017_22018,diff
22019_22020,diff
22021_22022,diff
22023_22024,same
22025_22026,same
22027_22028,diff
22029_22030,diff
22031_22032,diff
